date,BRLUSD,CADUSD,EURUSD,GBPUSD,JPYUSD,MXNUSD,USDBRL,USDCAD,USDJPY,USDMXN
2023-09-25,0.2014626186111167,0.7422251911229868,1.0591,1.2218,0.00672314105149926,0.057566878320889296,4.9637,1.3473,148.74,17.3711
2023-09-26,0.20066218521119694,0.7402472425790214,1.0573,1.2168,0.006715916722632639,0.05715657472079014,4.9835,1.3509,148.9,17.4958
2023-09-27,0.19776525264511027,0.7400828892835998,1.051,1.2133,0.0066898581750066905,0.05648760097158674,5.0565,1.3512,149.48,17.703
2023-09-28,0.19858212363723016,0.742170105388155,1.0578,1.2223,0.006703311435849309,0.05682141030740383,5.0357,1.3474,149.18,17.599
2023-09-29,0.1999160352651886,0.7388252678241596,1.0584,1.2214,0.006692096633875393,0.057450133284309216,5.0021,1.3535,149.43,17.4064
2023-10-02,0.19696671262556628,0.7317430118542367,1.05,1.213,0.006675567423230974,0.05699402132716278,5.077,1.3666,149.8,17.5457
2023-10-03,0.1947495520760302,0.7288629737609329,1.0453,1.2069,0.006704210244033253,0.055824131655632096,5.1348,1.372,149.16,17.9134
2023-10-04,0.19469646820606676,0.7278550112817527,1.0518,1.2157,0.006719075455217362,0.055708754630790225,5.1362,1.3739,148.83,17.9505
2023-10-05,0.1930166573375282,0.7280139778683751,1.0527,1.2171,0.006734460233012323,0.05458813253998581,5.1809,1.3736,148.49,18.319
2023-10-06,0.19406171162429653,0.7322252324815114,1.0596,1.2255,0.006707807888382076,0.05506607929515418,5.153,1.3657,149.08,18.16
2023-10-09,0.19406171162429653,0.7322252324815114,1.0596,1.2255,0.006707807888382076,0.05506607929515418,5.153,1.3657,149.08,18.16
2023-10-10,0.19736322728349254,0.7364312541424257,1.0618,1.2288,0.006728569506122998,0.05561735261401557,5.0668,1.3579,148.62,17.98
2023-10-11,0.19801588087364608,0.7343761474627305,1.062,1.2304,0.006703760809814306,0.056119872046691735,5.0501,1.3617,149.17,17.819
2023-10-12,0.1981296560469171,0.7322788517867604,1.0553,1.2214,0.0066795805223431965,0.055869042963294036,5.0472,1.3656,149.71,17.899
2023-10-13,0.1970831690973591,0.7326007326007326,1.0502,1.2139,0.00668359844940516,0.0553939897521119,5.074,1.365,149.62,18.0525
2023-10-16,0.19774178877222123,0.7344840249724569,1.0546,1.2198,0.006685832720465334,0.055690450201599434,5.0571,1.3615,149.57,17.9564
2023-10-17,0.1993739657475527,0.7341065922771987,1.0593,1.2206,0.0066795805223431965,0.055859056428818804,5.0157,1.3622,149.71,17.9022
2023-10-18,0.19749185346104473,0.7301401869158879,1.0532,1.215,0.0066728947017216066,0.05479692260482652,5.0635,1.3696,149.86,18.2492
2023-10-19,0.1982750074353128,0.7290755322251385,1.057,1.2145,0.006670224119530417,0.05468664552116373,5.0435,1.3716,149.92,18.286
2023-10-20,0.19862551146069202,0.7303534910896874,1.0592,1.2153,0.0066733400066733405,0.05489920505951074,5.0346,1.3692,149.85,18.2152
2023-10-23,0.1997363480206128,0.7312079555425564,1.0646,1.2235,0.006676458806249165,0.05523854766810471,5.0066,1.3676,149.78,18.1033
2023-10-24,0.2000080003200128,0.7275902211874272,1.0595,1.217,0.006673785371062466,0.05469920904943714,4.9998,1.3744,149.84,18.2818
